account_id,total_transaction_amount,txn_count
397,63222.0,3
398,120630.0,3
399,32013.0,2
400,25403.0,1
401,110981.0,4
402,104672.0,4
403,152401.0,4
404,86268.0,2
405,71376.0,2
406,79440.0,3
408,59034.0,2
409,133717.0,5
410,52692.0,4
411,162522.0,6
412,174629.0,6
413,139606.0,4
415,72271.0,3
416,13208.0,2
417,97403.0,4
418,45877.0,1
419,74564.0,4
420,57135.0,2
421,27078.0,2
423,63329.0,3
424,402616.0,12
425,148665.0,5
426,182438.0,5
427,105126.0,4
428,72596.0,4
429,98609.0,3
430,121904.0,5
431,189908.0,5
432,75479.0,4
433,97306.0,3
434,36724.0,2
435,28394.0,3
436,149174.0,6
437,187421.0,5
438,57998.0,3
439,37667.0,2
440,89312.0,3
441,126337.0,4
442,170990.0,7
443,117153.0,5
444,127287.0,4
445,110370.0,4
446,35683.0,3
448,119020.0,5
449,57040.0,2
450,90378.0,4
451,138313.0,4
452,100946.0,4
453,60757.0,2
454,9319.0,1
455,192341.0,7
456,17877.0,1
457,166411.0,6
458,58554.0,3
459,61760.0,2
460,56845.0,2
461,63236.0,2
462,70364.0,3
463,143819.0,5
464,107789.0,4
465,43643.0,1
466,217581.0,6
467,73945.0,3
468,31657.0,2
469,67082.0,2
470,80807.0,3
471,94228.0,4
472,243018.0,7
473,53239.0,2
474,140053.0,4
475,95316.0,2
476,88661.0,5
477,65841.0,3
478,96318.0,3
479,4750.0,1
481,40328.0,2
482,64033.0,3
483,87923.0,3
484,17216.0,1
485,50579.0,3
486,26617.0,2
487,6601.0,1
488,40030.0,1
489,74937.0,4
490,116164.0,3
491,41373.0,1
492,109298.0,3
493,51234.0,2
494,25535.0,1
495,72872.0,3
496,75713.0,3
497,87450.0,3
498,184776.0,5
499,172404.0,6
500,53137.0,4
501,23684.0,1
502,131618.0,5
503,6102.0,1
504,122916.0,5
505,28943.0,1
506,139431.0,3
507,149715.0,6
508,157625.0,6
509,18065.0,1
510,128648.0,3
511,20191.0,1
512,213219.0,7
513,146283.0,5
514,92804.0,4
515,10880.0,1
516,133970.0,5
517,112038.0,3
518,203243.0,6
519,69247.0,3
520,45154.0,2
521,32378.0,3
522,126714.0,3
523,139108.0,5
524,122240.0,4
526,150381.0,7
527,129319.0,5
528,35961.0,2
529,20854.0,1
530,42344.0,2
531,111167.0,4
532,126740.0,5
533,52570.0,3
534,162451.0,5
535,155390.0,4
536,161062.0,6
538,155029.0,5
539,36307.0,1
540,105059.0,4
541,150458.0,4
542,83803.0,5
543,104156.0,3
544,62266.0,2
545,24399.0,1
546,36564.0,1
547,162051.0,6
548,66557.0,2
549,15692.0,2
550,96558.0,4
551,28864.0,2
552,62407.0,2
553,35404.0,1
554,81747.0,3
555,115753.0,3
556,94656.0,4
557,112066.0,4
558,11757.0,1
559,93263.0,5
560,126795.0,4
561,85892.0,4
562,61511.0,4
563,95261.0,5
564,90910.0,4
565,41447.0,2
566,177889.0,6
567,54315.0,2
568,72108.0,3
569,43120.0,5
570,77690.0,4
571,57623.0,3
572,20441.0,2
573,85211.0,3
574,78273.0,3
575,119988.0,4
576,29299.0,1
577,182698.0,6
578,35676.0,2
579,59745.0,2
580,80285.0,4
581,38195.0,1
582,73156.0,3
584,126935.0,4
585,133552.0,4
586,34295.0,1
587,129531.0,6
588,37321.0,1
589,45895.0,1
590,28088.0,4
591,50895.0,2
592,53185.0,2
593,21977.0,1
594,48650.0,2
595,109443.0,5
596,27457.0,1
597,45990.0,3
598,24544.0,1
599,98505.0,5
600,57820.0,2
601,45174.0,2
602,16037.0,2
603,83084.0,3
604,36496.0,3
605,84316.0,2
606,184795.0,6
607,244541.0,8
608,49621.0,1
609,219386.0,6
610,151767.0,4
611,150417.0,4
612,75130.0,2
613,26341.0,1
614,109208.0,5
615,80903.0,4
616,60885.0,2
617,75329.0,4
618,176005.0,6
619,76477.0,2
620,63475.0,2
621,8177.0,1
622,99738.0,3
623,78742.0,3
624,131156.0,5
625,47175.0,1
626,83009.0,4
627,51420.0,2
628,63479.0,2
629,68004.0,4
630,111993.0,3
631,106337.0,5
632,58290.0,2
633,95870.0,4
634,113058.0,4
635,94204.0,5
636,55242.0,3
637,187415.0,6
638,140050.0,5
639,38880.0,1
640,121836.0,5
641,72683.0,5
642,99943.0,4
643,89886.0,2
644,40590.0,2
645,9666.0,2
646,227658.0,8
647,49303.0,2
648,142215.0,6
650,97001.0,3
651,100198.0,3
652,53380.0,3
653,104362.0,4
654,53023.0,2
655,28691.0,2
656,32920.0,1
657,63872.0,2
658,9995.0,1
659,146834.0,5
660,42138.0,3
661,122569.0,5
662,99412.0,3
663,99758.0,4
664,46062.0,1
665,116014.0,4
666,168992.0,6
667,59682.0,2
668,129514.0,5
669,103799.0,3
670,130992.0,4
671,46875.0,3
672,116807.0,5
673,88049.0,4
674,57193.0,3
675,127066.0,6
676,9697.0,1
677,39859.0,2
678,54439.0,2
679,64517.0,3
680,154461.0,6
681,52207.0,2
682,39782.0,2
683,38804.0,3
684,98047.0,4
685,101548.0,4
686,61875.0,3
687,158791.0,5
688,65792.0,4
689,107427.0,3
690,223279.0,8
691,7269.0,1
692,17097.0,1
693,63284.0,3
695,73611.0,4
696,132832.0,5
697,88487.0,3
698,201439.0,7
699,31245.0,1
700,43035.0,2
701,29932.0,1
702,98817.0,4
703,74162.0,4
704,89314.0,3
705,1906.0,1
706,117990.0,3
707,61923.0,2
709,87680.0,4
710,5440.0,1
711,113090.0,3
712,106234.0,6
713,2941.0,1
714,151215.0,5
715,126764.0,6
716,151352.0,7
717,50932.0,3
718,33061.0,2
719,129175.0,5
720,200192.0,7
721,88337.0,2
722,121680.0,6
724,61158.0,3
725,89163.0,4
726,102153.0,5
727,93124.0,4
728,46335.0,2
729,60483.0,5
730,17945.0,1
731,176006.0,7
733,77690.0,3
734,40050.0,3
735,45741.0,2
736,164172.0,9
737,112027.0,4
738,68874.0,3
739,70931.0,3
740,147555.0,5
741,49517.0,2
742,77560.0,3
743,40642.0,2
744,63205.0,2
745,62258.0,3
746,107238.0,4
747,18142.0,1
748,132940.0,6
749,65482.0,3
750,28101.0,1
751,35093.0,2
752,80711.0,3
754,120819.0,5
755,77882.0,2
756,13222.0,1
757,77376.0,3
758,57594.0,2
759,85948.0,3
760,77818.0,3
761,98485.0,3
762,75083.0,2
763,51364.0,2
764,58410.0,2
765,111178.0,3
766,178812.0,6
767,108857.0,4
768,70210.0,3
769,63714.0,3
770,159156.0,6
771,93866.0,4
772,119062.0,3
773,85068.0,4
774,22617.0,1
775,42031.0,3
776,33256.0,1
777,89812.0,3
778,45008.0,2
779,141770.0,5
780,99843.0,3
781,16729.0,1
782,45743.0,1
783,46281.0,1
784,148710.0,7
785,94360.0,3
786,99743.0,4
787,127904.0,5
788,60530.0,4
789,91316.0,3
790,194557.0,6
791,44436.0,2
792,88394.0,4
793,83022.0,4
794,135795.0,5
795,54132.0,3
796,72559.0,3
797,35720.0,2
798,167008.0,5
799,130717.0,4
800,88566.0,6
801,84681.0,3
802,74962.0,3
803,45266.0,1
804,43649.0,2
805,95202.0,3
806,29501.0,1
807,106776.0,4
808,33313.0,2
809,66111.0,4
810,115281.0,5
811,48934.0,3
813,89292.0,3
814,104964.0,3
815,39401.0,1
816,45984.0,1
817,25935.0,2
818,223950.0,6
819,52286.0,2
820,13845.0,1
821,19813.0,2
822,59194.0,2
823,40027.0,2
824,47077.0,2
825,25901.0,2
826,43241.0,2
827,89892.0,2
828,92716.0,4
829,38108.0,2
830,105624.0,4
831,104779.0,5
832,129631.0,5
833,43191.0,1
834,48254.0,1
835,117461.0,5
836,102653.0,5
837,146568.0,5
838,62943.0,3
839,110558.0,4
840,75065.0,2
841,32026.0,2
842,125418.0,4
843,53988.0,3
844,44827.0,2
845,122318.0,5
846,129049.0,5
847,155537.0,7
848,50927.0,3
849,1420.0,1
850,32964.0,2
851,9718.0,2
852,85398.0,3
854,53212.0,3
855,87920.0,4
856,74829.0,3
857,145907.0,4
858,144810.0,6
859,79741.0,3
860,78134.0,4
861,85229.0,5
862,66238.0,2
863,195585.0,8
864,79298.0,3
865,91607.0,4
866,96896.0,5
867,121777.0,5
868,25524.0,1
869,50575.0,2
870,108085.0,4
871,124657.0,3
872,24383.0,4
873,43690.0,4
874,63479.0,3
875,107016.0,4
876,27937.0,1
877,92561.0,3
878,88036.0,4
879,106745.0,6
880,128722.0,5
881,150750.0,4
882,117400.0,6
883,47290.0,1
884,34560.0,2
885,85495.0,5
886,85981.0,4
887,72990.0,2
888,89535.0,3
889,224591.0,11
890,12166.0,1
891,95304.0,3
892,147288.0,5
893,45434.0,2
894,134817.0,4
895,57913.0,3
896,91556.0,3
897,53426.0,3
898,8190.0,1
899,136275.0,4
900,81753.0,2
901,385350.0,13
902,62932.0,2
903,28650.0,2
904,123552.0,4
905,99365.0,5
906,35817.0,1
907,45805.0,3
908,81645.0,3
909,104931.0,5
910,95112.0,3
911,74497.0,3
912,115158.0,5
913,57398.0,2
915,87767.0,3
916,48041.0,2
917,102304.0,4
918,61984.0,3
919,136979.0,4
920,96636.0,4
921,88249.0,3
922,153194.0,4
923,93082.0,3
924,140005.0,4
925,114672.0,4
927,77880.0,4
928,99572.0,8
929,86808.0,3
930,70940.0,2
931,35126.0,1
932,236500.0,6
933,81329.0,3
934,154223.0,7
935,82721.0,2
936,131744.0,6
937,105995.0,3
938,114795.0,6
939,96929.0,3
940,155379.0,5
941,27334.0,3
942,227180.0,8
943,74690.0,2
944,71831.0,4
945,165801.0,7
946,22162.0,1
947,20551.0,1
948,98634.0,4
949,87037.0,3
950,144323.0,4
951,94122.0,4
952,166122.0,5
953,49505.0,1
954,140883.0,6
955,60653.0,3
956,176499.0,5
957,97773.0,3
958,75308.0,4
959,42030.0,3
960,6845.0,2
961,97303.0,6
962,176282.0,6
963,123296.0,4
964,81635.0,4
965,74486.0,3
966,37232.0,1
967,11354.0,1
968,41646.0,3
969,133623.0,4
970,75643.0,3
971,117875.0,4
972,27105.0,3
973,85008.0,5
974,106159.0,3
975,174985.0,6
976,65667.0,3
977,76315.0,3
978,150289.0,6
979,58035.0,5
980,48725.0,2
981,135764.0,5
983,137157.0,5
984,77510.0,3
985,27349.0,1
986,34649.0,2
987,45777.0,3
988,137319.0,6
989,116370.0,4
990,130771.0,3
991,38697.0,3
992,56159.0,2
993,31320.0,1
994,82678.0,4
995,151732.0,8
996,85021.0,6
997,41376.0,1
998,84149.0,4
999,106250.0,4
1000,36105.0,2
1001,167359.0,5
1002,196887.0,9
1003,60631.0,3
1005,67360.0,3
1006,88422.0,3
1008,129180.0,5
1009,208108.0,7
1010,85869.0,3
1011,42132.0,1
1012,59479.0,5
1013,88401.0,4
1014,100276.0,5
1015,247994.0,8
1016,74894.0,3
1017,201012.0,7
1018,89430.0,5
1019,70857.0,3
1020,90049.0,4
1021,70205.0,3
1022,94904.0,4
1024,26016.0,3
1025,143730.0,5
1026,146866.0,6
1027,38384.0,2
1028,42204.0,2
1029,71606.0,2
1030,86271.0,2
1031,108722.0,3
1032,43899.0,2
1033,151096.0,6
1034,44261.0,1
1035,22097.0,1
1036,106983.0,4
1037,106462.0,4
1038,17788.0,2
1039,61832.0,4
1040,156267.0,5
1041,193492.0,7
1042,18720.0,2
1043,26771.0,2
1044,119310.0,5
1045,43112.0,1
1046,164334.0,8
1047,16623.0,1
1048,97998.0,2
1049,69467.0,4
1050,26494.0,2
1051,114603.0,5
1052,88846.0,4
1053,73675.0,3
1054,134668.0,4
1055,96593.0,5
1056,101012.0,3
1058,92328.0,3
1059,108039.0,6
1060,63541.0,2
1061,142145.0,6
1062,38648.0,2
1063,211293.0,7
1064,118101.0,4
1065,5421.0,1
1066,85029.0,2
1067,229521.0,7
1068,94385.0,4
1069,32258.0,1
1070,13680.0,3
1071,102561.0,5
1072,103399.0,3
1073,168714.0,9
1074,175036.0,6
1075,18449.0,1
1076,194706.0,7
1077,148314.0,5
1078,31510.0,2
1079,118147.0,5
1080,49786.0,2
1081,85483.0,3
1082,33954.0,3
1083,79146.0,2
1084,130924.0,5
1085,85325.0,2
1086,33496.0,2
1087,162698.0,7
1088,41975.0,2
1089,58223.0,2
1090,83271.0,2
1091,69383.0,3
1092,77244.0,3
1093,77835.0,3
1094,101017.0,3
1095,197329.0,7
1096,72509.0,5
1097,14346.0,1
1098,73270.0,3
1099,64841.0,3
1100,6293.0,1
1101,91599.0,2
1102,89611.0,3
1103,130469.0,5
1104,136868.0,4
1105,124234.0,4
1106,98130.0,4
1107,126648.0,4
1108,45980.0,2
1109,97034.0,3
1110,134527.0,3
1111,117752.0,3
1112,5832.0,1
1113,67898.0,3
1114,102065.0,3
1115,185657.0,6
1116,36031.0,1
1117,90342.0,3
1118,128360.0,4
1119,76156.0,3
1120,67768.0,3
1121,46279.0,2
1122,70275.0,2
1123,76356.0,3
1124,102580.0,4
1125,48190.0,1
1126,147339.0,5
1127,101981.0,6
1128,60265.0,3
1129,271095.0,8
1130,88235.0,3
1131,66905.0,3
1132,56769.0,2
1133,103879.0,4
1134,38849.0,1
1135,102792.0,3
1136,21598.0,1
1137,59454.0,2
1138,128038.0,4
1139,79432.0,4
1140,133035.0,5
1141,122580.0,5
1142,140008.0,4
1143,10457.0,1
1144,150801.0,5
1145,105266.0,3
1147,6677.0,1
1148,129600.0,5
1149,9837.0,2
1150,42954.0,2
1151,165145.0,6
1152,46293.0,2
1153,66946.0,3
1154,266745.0,10
1155,102919.0,3
1156,191530.0,5
1157,33447.0,2
1158,59842.0,3
1159,179364.0,5
1160,57137.0,2
1161,54011.0,4
1162,173170.0,6
1163,49430.0,2
1164,130128.0,5
1165,93876.0,3
1166,77009.0,2
1167,95338.0,4
1168,107226.0,3
1169,180298.0,8
1170,188227.0,6
1171,20640.0,2
1172,126149.0,4
1173,185215.0,6
1174,121805.0,4
1175,200473.0,9
1176,49756.0,1
1177,183093.0,6
1178,183010.0,7
1179,100102.0,5
1180,198246.0,6
1182,144437.0,5
1183,50084.0,2
1184,62091.0,3
1185,127844.0,5
1186,73743.0,3
1187,51050.0,3
1188,125591.0,4
1189,16511.0,1
1190,107540.0,4
1191,52650.0,2
1192,80275.0,3
1193,58702.0,2
1194,85265.0,4
1195,35486.0,1
1196,38922.0,1
1197,24499.0,2
1198,172092.0,7
1199,59586.0,3
1200,47763.0,2
1201,153589.0,6
1202,32610.0,1
1203,44117.0,2
1204,51701.0,2
1205,102175.0,4
1206,105641.0,6
1207,192700.0,7
1208,45205.0,2
1209,186838.0,6
1210,16765.0,1
1211,28162.0,2
1212,301308.0,10
1213,202206.0,7
1214,3905.0,1
1215,63060.0,3
1216,156644.0,5
1217,46715.0,1
1218,43509.0,1
1219,52320.0,3
1220,231784.0,9
1221,109208.0,4
1222,67417.0,3
1223,75664.0,4
1224,76571.0,4
1225,9339.0,1
1226,121913.0,4
1227,189885.0,7
1228,20197.0,3
1229,37630.0,1
1230,49650.0,3
1231,28545.0,3
1232,114042.0,4
1233,63520.0,4
1234,13606.0,2
1235,53143.0,2
1236,46713.0,2
1237,317.0,1
1238,171185.0,7
1239,47829.0,2
1240,36003.0,2
1241,34602.0,1
1242,68018.0,4
1243,85972.0,3
1244,141065.0,4
1245,31593.0,1
1246,171667.0,7
1247,27572.0,1
1248,95189.0,4
1249,32769.0,3
1250,241986.0,7
1251,22050.0,1
1252,122522.0,5
1253,102192.0,5
1254,65727.0,5
1255,24059.0,1
1256,274700.0,8
1257,131109.0,6
1258,63660.0,3
1259,160659.0,5
1260,135278.0,4
1261,134549.0,5
1262,146303.0,5
1263,72926.0,3
1264,106261.0,3
1265,224685.0,9
1266,68239.0,2
1267,109848.0,3
1268,58960.0,2
1270,28672.0,1
1271,111375.0,3
1272,161689.0,5
1273,200691.0,5
1274,109514.0,4
1275,155420.0,4
1276,138274.0,4
1277,101750.0,4
1278,69062.0,4
1279,70133.0,5
1280,171177.0,5
1281,111771.0,4
1282,115172.0,4
1283,112995.0,5
1284,123802.0,4
1285,39767.0,2
1286,37434.0,1
1287,77752.0,4
1288,107572.0,4
1289,90622.0,3
1290,22456.0,1
1291,62810.0,3
1292,84461.0,3
1293,83697.0,3
1294,38403.0,1
1296,85760.0,3
1297,196031.0,5
1298,206897.0,7
1299,186743.0,8
1300,107564.0,4
1301,44576.0,1
1302,35477.0,2
1303,148722.0,5
1304,34857.0,2
1305,32920.0,2
1306,100761.0,3
1307,152981.0,5
1308,156010.0,5
1309,135784.0,7
1310,202280.0,8
1311,157642.0,5
1312,45713.0,1
1313,41214.0,3
1314,90210.0,4
1315,153251.0,5
1316,160690.0,5
1317,72525.0,4
1318,40910.0,2
1319,132612.0,5
1320,109975.0,5
1321,150581.0,5
1322,82864.0,4
1323,49502.0,3
1324,58788.0,3
1325,45258.0,2
1326,69975.0,3
1327,162676.0,6
1328,38611.0,2
1329,143837.0,5
1331,127900.0,4
1332,81937.0,3
1334,38921.0,2
1335,50434.0,2
1338,6454.0,1
1339,28807.0,1
1340,81722.0,2
1341,32796.0,2
1342,59002.0,4
1343,17257.0,1
1344,5069.0,2
1345,64309.0,3
1346,106079.0,4
1347,44510.0,2
1348,97440.0,3
1349,99450.0,4
1350,102263.0,7
1351,162543.0,7
1352,95843.0,3
1353,122905.0,3
1354,137335.0,5
1355,47023.0,4
1356,47168.0,3
1357,28795.0,1
1358,74603.0,3
1359,86940.0,2
1360,84450.0,6
1361,47699.0,2
1362,68431.0,3
1363,77422.0,2
1364,26822.0,1
1365,44842.0,3
1366,54393.0,2
1367,101687.0,7
1368,97835.0,3
1369,113959.0,4
1370,89472.0,3
1371,50103.0,2
1372,122172.0,6
1373,47719.0,3
1374,100793.0,4
1375,84713.0,3
1376,47275.0,2
1377,88764.0,4
1378,211206.0,8
1379,93153.0,3
1380,98222.0,3
1381,97116.0,4
1382,168793.0,7
1383,42773.0,2
1384,94127.0,3
1385,12372.0,2
1386,9382.0,1
1387,79199.0,3
1388,140838.0,4
1389,101613.0,3
1391,20227.0,3
1392,22593.0,3
1393,49505.0,1
1394,162084.0,7
1395,76027.0,5
1396,108819.0,3
1397,29014.0,1
1398,94781.0,3
1399,223446.0,8
1400,33225.0,1
1401,71006.0,2
1402,112794.0,4
1403,141757.0,6
1404,82032.0,4
1405,28769.0,3
1406,103844.0,3
1407,128865.0,4
1408,110772.0,4
1409,134197.0,5
1410,47364.0,2
1411,114110.0,3
1412,68706.0,2
1413,118169.0,7
1414,64492.0,2
1415,124535.0,5
1416,73054.0,3
1417,93568.0,3
1418,58821.0,3
1419,124296.0,6
1420,77236.0,3
1421,51378.0,3
1422,84766.0,4
1423,8522.0,1
1424,97774.0,4
1426,46770.0,2
1427,88451.0,4
1428,175644.0,5
1429,72893.0,3
1430,61482.0,2
1431,56734.0,2
1432,48510.0,3
1433,67550.0,2
1434,128979.0,6
1435,125654.0,4
1436,33271.0,1
1437,31292.0,2
1438,131793.0,4
1439,15716.0,2
1440,142897.0,5
1441,184475.0,7
1442,185386.0,4
1443,48671.0,2
1444,102037.0,3
1445,93542.0,4
1446,78413.0,3
1447,65491.0,3
1448,118991.0,3
1449,117342.0,6
1450,71529.0,3
1451,172796.0,7
1452,35010.0,1
1453,15663.0,2
1454,57251.0,3
1455,142654.0,5
1456,152305.0,5
1457,104008.0,4
1458,122485.0,3
1459,135289.0,5
1460,29920.0,1
1461,217589.0,8
1462,117662.0,5
1463,226170.0,6
1464,96882.0,4
1465,151298.0,4
1466,46456.0,3
1467,136433.0,5
1468,24507.0,2
1469,75720.0,2
1470,28141.0,1
1471,64309.0,2
1472,57789.0,3
1473,204109.0,5
1474,133587.0,5
1475,85029.0,4
1476,79476.0,5
1477,172732.0,6
1478,40118.0,1
1479,98327.0,4
1480,132919.0,3
1481,85340.0,3
1482,58084.0,4
1483,72027.0,3
1484,58209.0,2
1485,51615.0,2
1486,153759.0,5
1487,82346.0,5
1488,87101.0,4
1489,79083.0,3
1490,55215.0,3
1491,241352.0,7
1492,124009.0,4
1493,33042.0,2
1495,27739.0,2
1496,120491.0,4
1497,62785.0,3
1498,115436.0,6
1499,127580.0,6
1500,93812.0,2
1501,23594.0,2
1502,58041.0,3
1503,119086.0,3
1504,297879.0,9
1505,54303.0,2
1506,76596.0,3
1508,61674.0,3
1509,60884.0,2
1510,72756.0,3
1511,121483.0,3
1512,86139.0,3
1513,150448.0,5
1514,40404.0,4
1515,212904.0,8
1516,53915.0,3
1517,102997.0,4
1518,82603.0,2
1519,82754.0,4
1520,70502.0,2
1521,30028.0,2
1522,7177.0,1
1523,74803.0,2
1524,71277.0,3
1525,79965.0,2
1526,227709.0,7
1527,104968.0,4
1528,145848.0,5
1529,144534.0,5
1530,41740.0,1
1532,95863.0,6
1533,33876.0,2
1534,134363.0,4
1535,182146.0,6
1536,34390.0,2
1537,109620.0,6
1538,61219.0,3
1539,136958.0,4
1540,89582.0,4
1541,167172.0,6
1542,83134.0,3
1543,41744.0,3
1544,39473.0,2
1545,31260.0,1
1546,168185.0,5
1547,80730.0,3
1548,168901.0,5
1549,107101.0,5
1550,107188.0,5
1551,84637.0,4
1552,60308.0,2
1553,170248.0,6
1554,71663.0,3
1555,62341.0,2
1556,59336.0,2
1557,84795.0,3
1558,86634.0,2
1559,139763.0,5
1561,68503.0,2
1562,175950.0,6
1563,95301.0,5
1564,49706.0,4
1565,66705.0,3
1566,257168.0,11
1567,112227.0,3
1568,99669.0,4
1569,78304.0,4
1570,81675.0,3
1571,61321.0,3
1572,42213.0,1
1573,131217.0,4
1574,99872.0,5
1575,160124.0,7
1576,55978.0,2
1578,70633.0,3
1579,126708.0,5
1580,121366.0,5
1581,81066.0,3
1582,15845.0,1
1583,67279.0,3
1584,2504.0,1
1585,42594.0,2
1586,11847.0,1
1587,88309.0,3
1588,1463.0,1
1589,10004.0,1
1590,99612.0,4
1591,110100.0,4
1592,111572.0,3
1593,73635.0,5
1594,113070.0,4
1595,185074.0,6
1596,43779.0,1
1597,61905.0,3
1598,71019.0,2
1599,100166.0,3
1600,134465.0,4
1601,119926.0,4
1602,3813.0,2
1603,62696.0,3
1604,118852.0,4
1605,48189.0,3
1606,31034.0,2
1607,76164.0,2
1608,91974.0,3
1609,43950.0,1
1610,156595.0,4
1611,36417.0,2
1612,68607.0,3
1613,201292.0,5
1615,86873.0,3
1616,68230.0,2
1617,206540.0,6
1618,64748.0,2
1619,92813.0,6
1620,97101.0,3
1621,105974.0,6
1622,75566.0,3
1623,83673.0,3
1624,113594.0,3
1625,114110.0,4
1626,52556.0,2
1627,120404.0,5
1628,99631.0,3
1629,118954.0,4
1630,111690.0,5
