account_id,customer_id,account_type,balance
326,8878,Savings,284702
327,6558,Savings,383761
328,8362,Current,347537
329,4009,Savings,405684
330,9796,Savings,185492
331,2837,Savings,489398
332,3934,Savings,424878
333,4577,Savings,322878
334,3304,Savings,34932
335,2826,Current,115487
336,1395,Savings,351913
337,2202,Savings,381994
338,2772,Savings,373508
339,899,Current,252632
340,9887,Savings,211469
341,4176,Savings,232480
342,3831,Current,22168
343,1998,Savings,424460
344,9494,Current,171882
345,7961,Current,164015
346,496,Savings,221333
347,1374,Current,480567
348,8599,Savings,330008
349,5664,Current,249192
350,7705,Current,385537
351,1273,Current,340118
352,8635,Savings,33478
353,4325,Savings,288565
354,9908,Savings,169148
355,7529,Current,145659
356,2336,Current,327630
357,1045,Current,132501
358,6673,Current,6115
359,1200,Savings,49292
360,5405,Savings,115098
361,6596,Savings,276262
362,5204,Savings,425517
363,9018,Savings,476036
364,9315,Current,408205
365,7362,Savings,187033
366,7709,Current,13752
367,7012,Current,251242
368,4787,Current,96884
369,6698,Current,141310
370,2633,Current,89888
371,5545,Current,222375
372,3593,Savings,42230
373,4859,Current,73096
374,4277,Savings,113366
375,2333,Current,227384
376,8300,Current,27363
377,3631,Current,130386
378,2905,Current,385405
379,6357,Current,11720
380,7729,Savings,36499
381,4545,Current,165038
382,1954,Current,203151
383,2875,Current,163046
384,6949,Savings,47474
385,8276,Savings,378626
386,4710,Savings,124420
387,4001,Current,175668
388,5481,Savings,321602
389,4046,Current,315110
390,1211,Savings,82040
391,578,Current,272384
392,435,Savings,79122
393,5801,Current,337503
394,5251,Current,107690
395,8394,Savings,240146
396,3243,Savings,41306
397,2906,Savings,62303
398,5228,Savings,429582
399,1546,Current,382913
400,4857,Savings,116388
401,6452,Savings,197628
402,3064,Savings,151830
403,5900,Current,211136
404,171,Current,256246
405,7706,Current,298273
406,4563,Savings,117702
407,2971,Current,101879
408,7059,Savings,99191
409,7802,Current,463433
410,2756,Savings,396103
411,8572,Savings,48853
412,9709,Savings,482515
413,1874,Savings,20816
414,975,Savings,309928
415,7535,Current,247839
416,1280,Savings,52721
417,6774,Savings,256845
418,1499,Savings,157883
419,8,Current,25786
420,8999,Savings,389829
421,6898,Savings,187023
422,7723,Current,156634
423,6488,Current,268672
424,7741,Savings,221655
425,4667,Current,353697
426,654,Current,71712
427,286,Current,195859
428,1260,Current,321460
429,7454,Savings,313464
430,5791,Savings,274404
431,7904,Savings,131287
432,2543,Current,71366
433,8094,Current,431027
434,2876,Savings,291721
435,2037,Savings,469772
436,1343,Current,66363
437,1759,Savings,146830
438,971,Savings,418878
439,9771,Savings,490107
440,123,Current,376313
441,3118,Savings,39810
442,9328,Savings,183875
443,2793,Current,77959
444,8830,Current,17643
445,9098,Current,308746
446,9190,Current,429419
447,1923,Current,338173
448,2169,Current,170208
449,5171,Savings,301155
450,300,Savings,21831
451,5950,Savings,65955
452,696,Current,466825
453,7417,Current,488348
454,4526,Current,323435
455,1101,Current,99627
456,9383,Savings,18743
457,1637,Current,424861
458,5082,Savings,11956
459,413,Current,205203
460,3311,Current,363946
461,8661,Savings,26439
462,3346,Current,109363
463,2113,Current,91088
464,6266,Savings,323123
465,4644,Current,133455
466,8445,Current,106385
467,7686,Current,267045
468,3097,Savings,387052
469,2776,Savings,408939
470,4891,Savings,228813
471,5440,Savings,152232
472,3946,Current,227737
473,1260,Savings,491299
474,4836,Savings,82060
475,8818,Savings,318972
476,5235,Current,193650
477,2585,Savings,391953
478,9970,Savings,88471
479,1332,Current,354955
480,5651,Current,398245
481,7800,Savings,250783
482,7788,Savings,300182
483,2114,Savings,113119
484,5615,Current,363613
485,7044,Savings,284258
486,941,Current,98442
487,9772,Current,175751
488,357,Current,95949
489,7171,Current,103244
490,5079,Current,279379
491,2760,Current,372684
492,1695,Current,305926
493,254,Savings,74462
494,1657,Current,257203
495,9119,Current,369708
496,2102,Savings,8150
497,183,Current,494196
498,7991,Savings,229776
499,5988,Savings,85973
500,3738,Savings,175149
501,6956,Current,290430
502,8162,Current,356142
503,6895,Savings,274006
504,3892,Savings,341383
505,4677,Savings,87683
506,1730,Current,190787
507,2423,Savings,93026
508,7478,Current,111405
509,1870,Savings,37939
510,6431,Savings,432896
511,8948,Savings,210759
512,8761,Savings,86020
513,7177,Current,16866
514,7422,Current,341578
515,500,Current,210183
516,9129,Current,200690
517,7645,Current,414713
518,6431,Current,365541
519,5196,Current,81421
520,9845,Current,107233
521,6191,Savings,152404
522,7089,Current,455346
523,7756,Savings,95976
524,2644,Savings,435742
525,4479,Current,455845
526,5458,Savings,292355
527,7581,Savings,322340
528,6923,Savings,75662
529,6084,Savings,386742
530,4815,Savings,351731
531,1043,Current,299121
532,583,Current,46151
533,5963,Savings,283125
534,8122,Current,259489
535,3993,Current,360955
536,3650,Savings,126622
537,8743,Current,65229
538,8070,Current,243659
539,3315,Current,496268
540,4647,Current,126957
541,9245,Savings,81875
542,7718,Current,80425
543,5318,Savings,283742
544,7243,Current,43698
545,6190,Current,398476
546,9810,Savings,144949
547,3421,Current,114433
548,6693,Savings,65010
549,9686,Savings,195432
550,9235,Savings,164537
551,2318,Savings,240125
552,8330,Current,200715
553,1756,Savings,61646
554,4735,Current,322347
555,595,Current,377508
556,6495,Savings,382722
557,486,Current,132902
558,9231,Current,350598
559,3990,Current,338961
560,7308,Current,393970
561,2991,Savings,291939
562,1195,Current,175456
563,350,Savings,278850
564,8774,Current,187367
565,9478,Savings,76173
566,9506,Current,122406
567,3429,Current,158560
568,1076,Savings,326574
569,9248,Current,131701
570,6971,Current,103160
571,2227,Current,480051
572,5053,Current,25796
573,4541,Savings,71930
574,474,Current,165744
575,6026,Savings,245327
576,2593,Current,424214
577,8212,Current,269426
578,8803,Savings,446733
579,8727,Current,468456
580,2296,Current,351101
581,9433,Savings,142793
582,9064,Current,492938
583,9934,Current,291822
584,4188,Savings,120144
585,4530,Current,339286
586,5935,Savings,153576
587,8823,Savings,266600
588,1625,Current,50467
589,5319,Savings,131096
590,8805,Current,223457
591,9837,Current,91056
592,2396,Current,496623
593,818,Savings,77545
594,9597,Savings,153708
595,4273,Current,443982
596,335,Current,25604
597,9896,Savings,170160
598,4923,Current,443607
599,4632,Current,294751
600,7933,Current,336953
601,2745,Current,33338
602,1022,Current,285307
603,3860,Current,430335
604,4201,Current,250894
605,9268,Current,471375
606,6308,Current,62249
607,3287,Current,291955
608,7847,Current,176708
609,3389,Current,356976
610,2693,Current,38169
611,283,Savings,53406
612,607,Savings,219347
613,1086,Current,364127
614,3287,Current,234308
615,5852,Current,464820
616,240,Current,55149
617,5973,Current,185389
618,542,Current,186041
619,1579,Current,169255
620,519,Savings,150510
621,2297,Savings,62100
622,3289,Current,110043
623,6691,Current,244138
624,1538,Current,377462
625,2265,Savings,304855
626,7103,Current,136956
627,1163,Current,369184
628,7071,Savings,357636
629,7538,Current,160817
630,4465,Savings,81618
631,1510,Savings,64311
632,2295,Current,67251
633,2906,Current,346011
634,4434,Current,97618
635,7686,Savings,303102
636,6354,Savings,428119
637,6370,Current,41990
638,6418,Savings,329960
639,7561,Savings,105605
640,9934,Savings,24366
641,8295,Savings,36396
642,9903,Savings,339528
643,7245,Savings,313132
644,6770,Current,254405
645,9862,Savings,139125
646,8566,Current,438193
647,4965,Savings,108623
648,1299,Savings,25016
649,1600,Current,205044
650,411,Current,284450
651,8255,Savings,268911
652,4185,Savings,158363
653,8838,Current,392055
654,6693,Current,360376
655,6502,Current,59170
656,203,Savings,14178
657,6859,Current,472689
658,1552,Savings,481825
659,4451,Current,34919
660,3223,Current,76209
661,5291,Savings,478018
662,9492,Savings,68951
663,1863,Current,437758
664,6891,Savings,48564
665,7933,Current,312333
666,2896,Current,178601
667,884,Savings,153668
668,476,Current,33491
669,4604,Current,167760
670,7206,Current,169740
671,1801,Current,296458
672,6344,Savings,260381
673,7623,Savings,422063
674,1,Current,164550
675,9808,Savings,378775
676,9746,Savings,106197
677,1674,Current,398324
678,3341,Savings,213826
679,300,Current,308945
680,6787,Savings,26205
681,8230,Current,53844
682,7441,Current,182312
683,2818,Current,485112
684,1158,Current,450713
685,4821,Current,146162
686,8410,Savings,492160
687,7874,Savings,285747
688,7750,Current,248331
689,9427,Current,86341
690,3064,Current,446890
691,4419,Savings,284143
692,4210,Savings,5795
693,8690,Current,354193
694,5890,Current,276058
695,1256,Savings,384408
696,4038,Savings,468989
697,9796,Savings,254342
698,2757,Savings,435350
699,3570,Current,360761
700,1897,Savings,129381
701,4683,Current,490699
702,8981,Savings,163680
703,8781,Savings,425044
704,3322,Current,120144
705,288,Current,286569
706,8453,Savings,329030
707,5850,Savings,181432
708,3853,Savings,156907
709,9303,Savings,471896
710,5768,Savings,313065
711,146,Savings,280930
712,4419,Current,331000
713,7902,Savings,296727
714,1965,Current,431353
715,2809,Savings,270104
716,5471,Current,215905
717,2814,Savings,483330
718,6500,Current,107970
719,2103,Savings,469627
720,9438,Savings,171001
721,2717,Savings,180835
722,3761,Current,468200
723,5950,Savings,164069
724,2132,Savings,298449
725,4096,Savings,15996
726,743,Savings,399628
727,5474,Current,168374
728,4381,Current,276640
729,4935,Savings,303794
730,2866,Savings,102281
731,5023,Savings,409950
732,4436,Savings,36103
733,5076,Current,29610
734,969,Current,449366
735,8046,Savings,59430
736,8436,Savings,450788
737,3866,Current,406546
738,6712,Current,187967
739,6152,Current,24607
740,4143,Savings,277060
741,5937,Current,292012
742,210,Current,136398
743,2952,Savings,46168
744,2241,Savings,46335
745,5472,Savings,435861
746,7833,Savings,426660
747,346,Current,419254
748,1027,Current,383822
749,2309,Current,397656
750,4935,Current,445159
751,2693,Savings,90954
752,7586,Savings,496285
753,5672,Current,382287
754,4258,Current,141797
755,6908,Current,101260
756,8012,Current,97360
757,4144,Savings,246846
758,2995,Current,315149
759,5031,Savings,202292
760,7463,Current,121034
761,9522,Current,294678
762,2605,Savings,411718
763,7575,Savings,414492
764,5899,Savings,487160
765,5789,Current,450287
766,5126,Current,352205
767,9480,Savings,199571
768,4184,Savings,344114
769,2055,Current,426784
770,7607,Current,27372
771,6802,Savings,156129
772,356,Savings,75408
773,3480,Current,469843
774,8719,Savings,206981
775,6484,Current,433569
776,2047,Current,240703
777,7531,Savings,423536
778,9386,Current,445154
779,1451,Savings,212793
780,9991,Savings,240365
781,8806,Current,415317
782,768,Current,44368
783,8736,Savings,176414
784,9982,Current,277158
785,2246,Savings,11738
786,8582,Savings,233529
787,2433,Savings,239770
788,4258,Current,213351
789,6226,Savings,499720
790,6094,Savings,51745
791,6034,Savings,447245
792,5618,Savings,46796
793,6069,Savings,26641
794,456,Savings,142758
795,3308,Savings,287786
796,3977,Savings,71410
797,1116,Savings,220608
798,9416,Current,37074
799,8681,Current,255458
800,4040,Savings,334455
801,2469,Current,173908
802,6632,Savings,379090
803,7292,Current,137554
804,2283,Current,284797
805,7569,Savings,115268
806,9853,Savings,420208
807,3496,Current,441270
808,2583,Current,17360
809,352,Savings,329849
810,7566,Current,163533
811,6315,Current,146756
812,8548,Current,102742
813,7584,Current,58578
814,2331,Current,408978
815,9965,Savings,44849
816,1734,Savings,387122
817,4480,Savings,276531
818,3524,Savings,427823
819,4479,Savings,187731
820,3786,Current,183322
821,5476,Savings,256475
822,3168,Savings,147042
823,66,Savings,466984
824,8766,Current,276385
825,9597,Savings,21671
826,5193,Current,149317
827,2151,Savings,159964
828,2145,Current,284338
829,381,Current,476430
830,6181,Savings,163158
831,9327,Savings,392123
832,4887,Current,146397
833,2567,Savings,362127
834,8639,Current,411395
835,4687,Current,253374
836,6753,Current,447504
837,4360,Savings,122694
838,7229,Savings,81455
839,3293,Current,90908
840,2308,Savings,89055
841,6093,Current,174887
842,5112,Current,484414
843,2080,Savings,190186
844,412,Current,467774
845,7707,Savings,134680
846,5541,Current,9205
847,960,Current,238699
848,1262,Current,192618
849,2068,Current,483819
850,9667,Current,307202
851,7533,Current,129371
852,7278,Savings,222054
853,9862,Current,264694
854,2172,Savings,210433
855,5184,Savings,240548
856,5557,Current,187727
857,5567,Current,18714
858,9013,Current,22646
859,5756,Current,398787
860,3912,Savings,253398
861,7686,Savings,379220
862,6009,Current,420552
863,4988,Current,266430
864,2735,Savings,324002
865,6786,Savings,11499
866,6312,Current,314516
867,4344,Savings,109277
868,4267,Savings,222411
869,6671,Savings,375459
870,9028,Savings,214094
871,6200,Current,184133
872,109,Savings,23034
873,4346,Current,33153
874,521,Current,228442
875,6269,Savings,236328
876,9339,Savings,92155
877,8433,Savings,451013
878,9430,Current,257843
879,7223,Savings,264169
880,9334,Savings,305625
881,7260,Current,152201
882,4895,Savings,7736
883,626,Savings,122948
884,8080,Savings,200699
885,9729,Current,365252
886,3886,Current,300823
887,4434,Current,224864
888,7044,Savings,497427
889,3734,Savings,50964
890,12,Current,148663
891,3111,Current,151647
892,2931,Current,241168
893,7442,Current,47829
894,2283,Current,226158
895,2199,Savings,222823
896,734,Savings,204156
897,1143,Savings,159266
898,2428,Savings,399381
899,8599,Savings,163048
900,3554,Current,213478
901,9084,Savings,459896
902,4997,Current,236742
903,1654,Current,147696
904,3456,Current,220285
905,5436,Savings,467181
906,4537,Current,302261
907,6940,Current,144482
908,4609,Savings,97436
909,7919,Current,457495
910,9158,Savings,282083
911,2490,Current,235801
912,4074,Savings,14704
913,6688,Savings,314036
914,2230,Savings,488179
915,2941,Savings,223507
916,7735,Current,389941
917,5317,Savings,133207
918,8509,Savings,207332
919,4652,Current,241878
920,3926,Current,410731
921,8471,Current,192154
922,6270,Savings,222030
923,8752,Savings,455760
924,9980,Savings,295523
925,6788,Savings,263582
926,4629,Savings,490925
927,1693,Savings,99700
928,4851,Savings,148819
929,3312,Current,209827
930,3955,Savings,110265
931,6875,Current,69670
932,535,Current,286268
933,1729,Savings,76200
934,3597,Current,351498
935,3042,Savings,89823
936,7820,Current,74146
937,3611,Current,360625
938,1364,Savings,470582
939,7044,Savings,123143
940,2255,Current,222292
941,5518,Current,468782
942,2586,Current,32636
943,5183,Savings,149568
944,4977,Current,242031
945,1361,Current,186193
946,8157,Current,401227
947,6013,Savings,196538
948,5478,Savings,281374
949,3602,Current,24968
950,4692,Savings,339950
951,9286,Savings,35394
952,6307,Current,321691
953,8798,Current,173869
954,1463,Current,340586
955,9400,Savings,108752
956,8276,Savings,239619
957,9490,Savings,498344
958,5236,Savings,172076
959,4010,Savings,140716
960,5538,Current,469320
961,3627,Savings,136778
962,6548,Current,334837
963,8278,Savings,491973
964,3679,Savings,498605
965,5535,Current,71238
966,3412,Savings,375774
967,9535,Current,199080
968,9668,Savings,421673
969,2098,Savings,474890
970,1520,Current,191065
971,3469,Savings,384986
972,835,Savings,471804
973,5504,Savings,452715
974,3521,Current,191475
975,3168,Savings,315538
976,28,Current,470839
977,9592,Savings,130066
978,7353,Savings,435033
979,9,Savings,446244
980,8538,Current,408967
981,934,Current,212766
982,8757,Savings,234689
983,3685,Savings,435898
984,3434,Current,216695
985,5643,Savings,431669
986,9648,Current,434886
987,3672,Current,203354
988,4375,Current,101298
989,2268,Current,49316
990,110,Savings,311219
991,5439,Savings,15448
992,5007,Savings,380215
993,5432,Current,257281
994,7981,Savings,242698
995,4730,Current,55532
996,6186,Savings,47815
997,8387,Current,317165
998,4071,Savings,307031
999,5707,Savings,365017
1000,7152,Savings,292723
1001,7297,Savings,170899
1002,5295,Savings,222570
1003,7148,Current,416450
1004,6586,Savings,401214
1005,5072,Current,419680
1006,8380,Savings,19888
1007,9502,Current,309152
1008,2894,Current,451014
1009,593,Savings,464027
1010,7892,Current,362203
1011,3698,Savings,245844
1012,6621,Savings,281063
1013,3260,Current,142405
1014,9330,Savings,74375
1015,9626,Current,303005
1016,9207,Current,475872
1017,7138,Current,323907
1018,2748,Savings,186545
1019,8865,Savings,289778
1020,2209,Savings,482758
1021,1953,Current,287164
1022,4153,Savings,106452
1023,6382,Savings,107428
1024,7191,Current,471860
1025,8950,Current,232105
1026,668,Savings,269189
1027,6645,Current,254414
1028,3795,Current,267048
1029,5537,Current,44257
1030,1143,Savings,376275
1031,751,Savings,348772
1032,8918,Current,322676
1033,1194,Savings,499987
1034,7925,Savings,189858
1035,4783,Current,279858
1036,3255,Savings,286999
1037,4744,Current,457074
1038,8490,Savings,235930
1039,2079,Savings,234379
1040,5027,Savings,287889
1041,1480,Savings,35296
1042,9698,Current,213978
1043,6428,Savings,413970
1044,3717,Savings,437803
1045,5880,Current,27937
1046,9869,Savings,386990
1047,7935,Savings,422645
1048,4140,Savings,276282
1049,6794,Current,354925
1050,63,Current,90514
1051,963,Savings,368826
1052,9145,Savings,439168
1053,2986,Current,183201
1054,6906,Savings,399559
1055,1972,Current,472181
1056,2781,Savings,390442
1057,98,Savings,492840
1058,900,Current,143291
1059,5162,Savings,414547
1060,3768,Savings,474314
1061,4890,Savings,145603
1062,7048,Savings,128305
1063,2497,Current,359529
1064,7635,Current,158042
1065,7261,Current,290329
1066,4267,Savings,202756
1067,3245,Current,8592
1068,4660,Savings,476848
1069,7799,Savings,233486
1070,8968,Savings,268928
1071,4433,Current,404023
1072,336,Current,408292
1073,6849,Current,310656
1074,7838,Current,329583
1075,9231,Savings,159538
1076,7224,Current,270568
1077,7205,Savings,8776
1078,5259,Current,80884
1079,2566,Current,130541
1080,3089,Savings,374774
1081,7262,Savings,222327
1082,848,Current,400803
1083,9272,Savings,104857
1084,2752,Current,256879
1085,6046,Current,161745
1086,295,Savings,376446
1087,2379,Savings,37472
1088,4562,Current,261839
1089,6999,Current,279199
1090,5445,Current,259983
1091,5379,Savings,492854
1092,2858,Savings,302599
1093,1240,Current,364031
1094,485,Current,440456
1095,9568,Savings,467126
1096,4983,Current,479499
1097,5706,Savings,22403
1098,3643,Current,286483
1099,9096,Savings,408650
1100,4599,Current,321904
1101,6365,Savings,119618
1102,8456,Savings,296921
1103,2114,Current,490263
1104,7453,Savings,413147
1105,2701,Current,388327
1106,9852,Savings,92322
1107,1653,Savings,130197
1108,1953,Savings,146107
1109,3487,Savings,418226
1110,9881,Savings,348987
1111,9476,Current,480223
1112,6298,Current,33414
1113,152,Current,256914
1114,9448,Current,174149
1115,9227,Current,290276
1116,2296,Savings,69468
1117,2387,Savings,145695
1118,553,Savings,234931
1119,9010,Current,296918
1120,6579,Savings,378947
1121,4102,Savings,105027
1122,699,Savings,17851
1123,168,Savings,89996
1124,7494,Savings,267153
1125,8161,Current,305204
1126,4909,Current,332332
1127,4057,Savings,232896
1128,5103,Savings,165752
1129,9143,Current,387415
1130,6483,Current,163703
1131,3973,Current,214608
1132,8206,Current,489846
1133,5233,Savings,497629
1134,5348,Current,186932
1135,4730,Savings,276523
1136,9015,Current,455670
1137,947,Savings,283552
1138,3627,Savings,211757
1139,7737,Current,449748
1140,4437,Savings,177699
1141,8666,Current,393324
1142,9533,Current,202136
1143,4182,Savings,442324
1144,2011,Savings,373309
1145,8843,Current,146147
1146,6974,Current,69589
1147,5168,Current,380518
1148,6435,Current,133181
1149,1340,Current,366767
1150,9119,Current,491856
1151,2644,Savings,371577
1152,6239,Current,133414
1153,755,Current,344874
1154,4277,Current,484533
1155,9557,Savings,347015
1156,17,Savings,35761
1157,2955,Savings,5409
1158,8119,Savings,21161
1159,8560,Current,75139
1160,8012,Current,435049
1161,7968,Current,402008
1162,5220,Current,355888
1163,9515,Savings,51726
1164,7708,Savings,338451
1165,1624,Savings,117234
1166,1446,Current,108804
1167,8410,Savings,143412
1168,9233,Current,6219
1169,446,Current,246738
1170,3720,Current,59240
1171,2655,Current,218312
1172,1382,Current,125793
1173,4878,Current,230255
1174,5339,Current,52791
1175,2949,Current,62724
1176,2085,Current,351307
1177,230,Savings,301492
1178,9011,Savings,147482
1179,2152,Current,266813
1180,113,Current,151895
1181,7452,Current,90546
1182,8982,Savings,190904
1183,4322,Savings,315501
1184,4060,Savings,28900
1185,6018,Current,43892
1186,3637,Current,37461
1187,7037,Savings,16070
1188,5258,Current,287767
1189,8530,Savings,443633
1190,8449,Savings,62570
1191,620,Current,478314
1192,7122,Savings,89457
1193,3615,Savings,288833
1194,1809,Savings,255129
1195,8086,Current,460354
1196,9718,Savings,483786
1197,8419,Current,480806
1198,2408,Current,282098
1199,6634,Current,386276
1200,2344,Current,227683
1201,9304,Savings,408950
1202,7876,Current,198626
1203,7903,Current,20854
1204,4614,Current,280769
1205,5078,Current,469545
1206,220,Current,390617
1207,9048,Current,184695
1208,1424,Current,184509
1209,7276,Current,401544
1210,9241,Savings,350840
1211,7692,Savings,469230
1212,4971,Savings,292988
1213,9810,Current,390467
1214,8081,Savings,420986
1215,818,Current,6691
1216,374,Current,173995
1217,7864,Savings,477945
1218,1961,Current,186285
1219,970,Current,150896
1220,6923,Current,265467
1221,5971,Current,166530
1222,1260,Current,249738
1223,2778,Savings,55719
1224,7836,Current,300101
1225,8348,Current,367025
1226,5415,Savings,143899
1227,4678,Current,30095
1228,9898,Savings,46266
1229,1064,Current,12210
1230,4436,Savings,426555
1231,3854,Savings,87477
1232,1917,Savings,223804
1233,438,Savings,150805
1234,1063,Current,124332
1235,6862,Savings,213067
1236,1339,Current,189877
1237,8445,Current,303704
1238,7275,Current,307463
1239,74,Current,315662
1240,2235,Current,174142
1241,8478,Current,330603
1242,4853,Current,161626
1243,303,Savings,133009
1244,645,Current,43428
1245,6103,Current,418448
1246,8337,Current,432307
1247,3212,Current,436957
1248,1178,Current,256211
1249,403,Savings,326660
1250,9293,Savings,92177
1251,86,Current,176790
1252,5130,Current,441446
1253,4917,Savings,155610
1254,1197,Current,211395
1255,9687,Savings,312887
1256,2211,Savings,440690
1257,8362,Savings,80799
1258,3981,Savings,233049
1259,1475,Current,8772
1260,6314,Savings,14677
1261,6884,Savings,384410
1262,7860,Savings,455758
1263,2541,Current,317070
1264,2349,Savings,380534
1265,8846,Savings,494397
1266,6831,Savings,474213
1267,9037,Current,408032
1268,7551,Savings,253923
1269,1992,Current,174045
1270,7965,Savings,192317
1271,3997,Current,197908
1272,5793,Current,174954
1273,1932,Savings,249523
1274,5152,Current,98366
1275,3442,Current,286283
1276,659,Current,151910
1277,7029,Current,40069
1278,3492,Current,46442
1279,3404,Current,462208
1280,691,Savings,409040
1281,8772,Savings,164443
1282,8636,Current,172932
1283,3683,Savings,333129
1284,6081,Current,91854
1285,8117,Current,273968
1286,2038,Savings,332162
1287,1089,Current,134870
1288,2477,Current,169678
1289,8399,Current,96380
1290,2932,Current,387654
1291,2786,Current,80142
1292,5103,Savings,23420
1293,7575,Current,103038
1294,5822,Savings,349535
1295,5528,Savings,488754
1296,6415,Current,268856
1297,6465,Current,340164
1298,4239,Savings,284412
1299,7495,Current,41850
